Customer ID,Gender,Age,Income,Occupation,Marital Status,No. Family Members,Home Ownership,Home Value,Years in Current Home,Credit Score,Number of Credit Cards,Total Credit Card Limit,Total Credit Card Balance,Product ID,Products Purchased,Number of Online Purchases,Average Purchase Value,Last Purchase Value,Days Since Last Purchase,Number of Returns,Total Values of Returns,Locations
C4417,Female,28,54172,Student,Widowed,3,Rent,506986,17,825,1,14100,18372,P4417,Beauty Products,1,79.16266676,126.6342454,166,1,70.82176423,Nashik
C4418,Female,39,40070,Executive,Married,2,Own,582073,9,502,5,8759,18143,P4418,Jewelry,19,124.0818034,70.51650872,136,3,119.6655977,Nashik
C4419,Female,20,46636,Manager,Married,5,Rent,247197,4,645,2,27046,16772,P4419,Electronics,6,180.0025007,118.8191501,166,5,76.17158579,Kanpur
C4420,Male,39,34893,Manager,Divorced,5,Rent,520439,20,805,2,8434,22453,P4420,Home Appliances,14,116.4234991,75.74434101,109,2,-0.628929044,Patna
C4421,Female,43,36089,Self-employed,Single,5,Rent,920030,10,633,3,7198,12349,P4421,Beauty Products,2,105.3033446,166.2389792,38,3,46.20747368,Jaipur
C4422,Female,23,23775,Student,Widowed,2,Own,386588,9,833,1,24953,14817,P4422,Beauty Products,9,63.63827095,128.5598848,49,2,56.33116316,Mumbai
C4423,Male,27,31631,Homemaker,Married,2,Own,446380,5,992,5,16442,11400,P4423,Outdoor Gear,13,145.4793523,96.37592554,85,1,76.03102719,Surat
C4424,Male,42,57700,Manager,Single,4,Own,152228,11,716,2,24073,13639,P4424,Home Appliances,12,129.7499368,126.4312133,179,4,45.93392928,Bangalore
C4425,Male,30,51922,Self-employed,Divorced,4,Own,334745,9,713,4,15669,19980,P4425,Home Appliances,9,158.1040254,84.31940696,150,4,68.14947404,Agra
C4426,Male,45,23647,Self-employed,Widowed,3,Rent,401423,16,972,5,18804,24824,P4426,Outdoor Gear,15,95.74539528,100.7017108,60,4,55.3106408,Kanpur
C4427,Female,44,34271,Homemaker,Divorced,2,Rent,297355,19,815,5,29720,16132,P4427,Home Appliances,14,101.7153281,125.2705675,97,3,78.43953937,Ahmedabad
C4428,Female,47,57767,Technician,Married,3,Own,136351,15,927,1,14314,21012,P4428,Home Appliances,6,76.53868907,66.34046925,87,5,-4.449755606,Jaipur
C4429,Female,48,25742,Technician,Married,2,Own,742663,16,804,1,5926,23769,P4429,Beauty Products,15,270.1991871,192.3634288,42,0,26.66426044,Bangalore
C4430,Female,37,42320,Executive,Divorced,2,Rent,310698,12,541,4,22673,5214,P4430,Books,12,87.73771988,139.2262286,57,4,16.66214421,Ahmedabad
C4431,Male,42,47287,Homemaker,Widowed,5,Own,698082,20,765,1,9222,10281,P4431,Beauty Products,20,152.2339898,174.0777517,86,5,-28.69721747,Nashik
C4432,Female,33,44136,Executive,Widowed,2,Rent,312260,17,865,5,17619,16079,P4432,Electronics,14,54.59950873,43.05034276,110,3,56.49187275,Nashik
C4433,Male,20,47568,Self-employed,Single,5,Rent,801919,15,692,4,17733,16861,P4433,Outdoor Gear,9,167.6453461,103.563837,59,0,23.83073801,Chennai
C4434,Female,41,29799,Professional,Single,2,Rent,897604,20,769,3,5217,4396,P4434,Outdoor Gear,9,44.99331056,112.2768812,94,0,59.82733679,Chennai
C4435,Male,28,44350,Technician,Married,2,Rent,559337,2,725,4,15481,3393,P4435,Electronics,4,100.7825831,112.1036605,122,3,69.54705539,Agra
C4436,Female,28,22342,Homemaker,Widowed,3,Own,445524,15,670,3,15161,22264,P4436,Jewelry,3,151.0754078,177.7185636,104,2,62.98631105,Bangalore
C4437,Female,52,50943,Executive,Single,5,Own,56218,10,993,3,26059,18540,P4437,Home Appliances,12,90.63219101,176.6135773,34,5,71.79469049,Ludhiana
C4438,Female,41,48858,Professional,Married,5,Own,756964,18,940,5,14772,12515,P4438,Clothing,2,71.90817481,123.5241176,0,2,23.18946961,Visakhapatnam
C4439,Male,58,27033,Manager,Single,3,Own,367818,10,720,4,25867,2727,P4439,Home Appliances,20,199.0396045,141.1103362,21,0,77.29611177,Surat
C4440,Female,46,27134,Manager,Married,5,Own,981099,17,768,5,9198,2345,P4440,Clothing,9,177.740842,86.13392789,13,1,60.5135138,Mumbai
C4441,Female,56,56440,Self-employed,Widowed,4,Own,584040,18,595,4,27370,10031,P4441,Outdoor Gear,0,96.02220542,164.8105261,99,5,81.45129204,Mumbai
C4442,Male,26,35081,Student,Single,3,Rent,351848,8,807,2,29338,6637,P4442,Books,9,45.46413491,141.7682172,125,3,37.70152046,Jaipur
C4443,Female,37,59169,Manager,Single,4,Own,590719,9,967,4,28980,2992,P4443,Beauty Products,3,118.3307512,95.77706043,97,5,43.72832276,Patna
C4444,Male,22,36256,Executive,Widowed,2,Rent,260158,17,525,4,24704,12185,P4444,Outdoor Gear,13,173.8644155,153.6214581,20,3,74.01962724,Patna
C4445,Male,35,43027,Manager,Widowed,4,Own,425706,5,761,1,29343,20091,P4445,Clothing,8,115.1618118,212.7525766,133,1,77.77417064,Agra
C4446,Male,30,55766,Student,Married,3,Rent,693629,4,743,1,16928,12680,P4446,Home Appliances,6,125.2932506,106.5656964,36,1,98.08850679,Nagpur
C4447,Female,38,46838,Professional,Divorced,2,Own,72318,20,906,4,28359,23317,P4447,Books,20,114.2193095,37.20014837,81,0,70.8493643,Kolkata
C4448,Female,38,59254,Professional,Married,5,Rent,450564,19,719,1,14445,1709,P4448,Beauty Products,12,75.29635793,153.9682946,57,5,106.1954603,Vadodara
C4449,Female,64,58571,Homemaker,Single,5,Rent,541125,3,535,3,12055,20633,P4449,Jewelry,19,88.21373274,81.77146208,111,0,68.40155613,Visakhapatnam
C4450,Male,22,31573,Technician,Single,3,Own,730565,17,925,5,7736,18900,P4450,Electronics,11,74.85991035,56.89681023,160,3,47.52883718,Surat
C4451,Female,29,59642,Homemaker,Married,2,Rent,637371,14,612,3,19287,24734,P4451,Books,18,55.08589104,84.44336132,23,4,53.95091208,Ahmedabad
C4452,Male,19,33587,Self-employed,Divorced,4,Rent,656415,9,671,3,23584,9395,P4452,Outdoor Gear,3,72.3300655,87.83403445,20,4,76.34292486,Kanpur
C4453,Female,52,24355,Homemaker,Married,3,Rent,378576,16,980,2,12372,11474,P4453,Jewelry,6,127.2753854,48.01299989,132,0,44.36192362,Mumbai
C4454,Male,26,32475,Professional,Divorced,5,Own,736936,20,971,1,25704,16465,P4454,Clothing,13,182.8221246,120.7975847,149,3,25.12471836,Kolkata
C4455,Female,47,36756,Homemaker,Divorced,5,Rent,701312,10,538,5,18156,17887,P4455,Beauty Products,8,108.2486422,69.88857196,169,5,50.96409214,Kanpur
C4456,Male,27,44971,Student,Single,4,Rent,536877,15,914,4,14970,8650,P4456,Books,5,143.4667989,114.8309109,160,4,27.81211677,Nashik
C4457,Female,51,56405,Homemaker,Single,4,Own,204829,14,743,3,19819,3342,P4457,Jewelry,18,124.0758392,130.2130025,156,4,41.86495633,Delhi
C4458,Female,22,33814,Technician,Widowed,3,Own,493954,6,615,4,19657,19669,P4458,Home Appliances,10,185.2743286,111.1565522,164,5,53.03586256,Ahmedabad
C4459,Female,23,53709,Professional,Married,2,Rent,950145,18,650,3,9479,13029,P4459,Books,5,83.67192691,201.3088617,144,3,47.63196357,Surat
C4460,Female,62,20019,Executive,Single,5,Rent,380533,8,957,1,12433,17919,P4460,Home Appliances,8,95.74394761,173.4259993,135,5,48.61455481,Nagpur
C4461,Male,62,50573,Student,Single,2,Rent,487216,2,622,3,24240,2505,P4461,Home Appliances,17,116.6939398,134.3782337,106,3,9.500781651,Vadodara
C4462,Female,52,55927,Self-employed,Widowed,4,Rent,702809,15,928,2,24224,4005,P4462,Jewelry,14,113.4892976,119.8699776,24,0,30.71578339,Bangalore
C4463,Female,49,21144,Professional,Married,2,Rent,158407,5,615,3,9862,3312,P4463,Jewelry,15,112.450737,120.3518422,73,5,52.30586961,Ludhiana
C4464,Male,31,58655,Technician,Single,5,Own,854354,5,577,2,22139,22972,P4464,Books,15,85.49618197,47.38981521,7,5,27.51168932,Visakhapatnam
C4465,Female,39,33182,Technician,Married,4,Own,441517,1,778,1,25707,7105,P4465,Jewelry,4,155.4368375,70.94449991,107,3,104.5526913,Surat
C4466,Male,49,59375,Executive,Widowed,3,Own,885048,1,874,2,14633,14352,P4466,Outdoor Gear,17,105.5166763,127.907403,167,3,41.05337339,Chennai
C4467,Female,20,23123,Technician,Married,2,Own,56520,16,628,1,25622,17505,P4467,Books,12,77.97515865,95.86630257,94,4,63.28787248,Pune
C4468,Male,60,43695,Self-employed,Married,4,Rent,842980,7,756,1,5166,19961,P4468,Jewelry,10,82.96514201,110.1129844,6,3,70.44662076,Ludhiana
C4469,Female,24,23953,Student,Single,3,Own,776124,4,799,3,14707,14614,P4469,Jewelry,18,129.3917094,117.5658997,178,4,1.777937222,Delhi
C4470,Female,32,21836,Homemaker,Widowed,5,Rent,251251,14,965,2,11204,2690,P4470,Beauty Products,1,133.7044719,212.1753664,29,2,22.92407968,Surat
C4471,Male,57,48849,Self-employed,Divorced,3,Rent,130316,9,750,5,27880,19140,P4471,Beauty Products,6,141.5900435,96.27948511,171,2,48.3949577,Bangalore
C4472,Female,40,44509,Manager,Widowed,4,Own,654053,8,590,2,7359,7118,P4472,Beauty Products,0,30.95814687,12.63680606,91,3,48.83307439,Bhopal
C4473,Female,46,38911,Manager,Single,2,Rent,892058,15,948,1,29216,6699,P4473,Outdoor Gear,19,22.8471209,115.1947422,29,4,61.09016454,Nagpur
C4474,Female,54,48457,Technician,Married,4,Rent,929457,2,735,4,19631,1213,P4474,Clothing,11,145.8440588,76.07672947,38,0,84.59279131,Lucknow
C4475,Female,36,20736,Self-employed,Divorced,5,Own,167046,5,646,4,20533,12354,P4475,Beauty Products,4,128.1747042,168.6167317,17,2,89.74483786,Kolkata
C4476,Male,46,57504,Executive,Divorced,3,Rent,283874,15,639,3,8852,21414,P4476,Home Appliances,0,204.2892586,52.73122595,169,4,55.57070351,Jaipur
C4477,Female,45,51850,Executive,Widowed,4,Rent,162392,13,584,5,29412,6062,P4477,Clothing,0,87.32471707,58.4261795,29,1,61.22767286,Ludhiana
C4478,Male,44,37126,Student,Married,3,Own,265897,14,838,1,29632,10614,P4478,Home Appliances,10,42.38298289,113.6402603,106,0,26.03307263,Vadodara
C4479,Female,57,50371,Manager,Widowed,4,Own,662435,18,546,2,23123,6531,P4479,Home Appliances,12,56.43745611,88.97349708,55,5,85.96129459,Nagpur
C4480,Female,46,38547,Professional,Single,5,Rent,698091,10,702,2,27545,1014,P4480,Clothing,9,83.27911406,172.6770252,145,2,9.046978533,Agra
C4481,Male,39,55389,Student,Divorced,3,Rent,185344,12,798,3,10168,6291,P4481,Beauty Products,4,107.7462097,28.20283979,42,4,105.7435374,Pune
C4482,Male,40,49701,Student,Divorced,5,Own,578827,1,543,3,9868,19734,P4482,Outdoor Gear,1,102.7206937,113.3738388,29,2,20.63740023,Ludhiana
C4483,Male,27,48608,Student,Married,3,Own,378075,17,893,3,17646,21528,P4483,Books,1,75.77617613,120.8712542,111,1,41.26777353,Kanpur
C4484,Male,58,38849,Self-employed,Widowed,3,Rent,526116,6,724,1,20507,21700,P4484,Clothing,3,139.4679064,9.406973481,164,0,45.02865751,Vadodara
C4485,Male,40,48734,Homemaker,Widowed,3,Rent,827689,20,505,3,5741,9117,P4485,Outdoor Gear,18,79.39658776,93.84095428,43,5,89.36441001,Ahmedabad
C4486,Male,60,48574,Professional,Widowed,4,Rent,143290,11,680,1,14632,3697,P4486,Books,20,35.48995396,124.2827018,136,0,26.49245666,Hyderabad
C4487,Female,64,31283,Executive,Widowed,3,Own,447335,9,552,5,6617,9303,P4487,Books,13,67.3559593,212.601484,101,3,42.59623643,Agra
C4488,Male,63,23473,Self-employed,Single,2,Own,408480,12,839,1,28275,15050,P4488,Jewelry,8,28.75780804,153.8533146,48,2,31.09845085,Jaipur
C4489,Male,33,25318,Student,Married,5,Rent,253055,2,948,3,18014,12777,P4489,Jewelry,3,93.97520873,94.78230581,175,5,74.11221753,Kolkata
C4490,Female,47,34818,Manager,Married,2,Own,338722,14,931,4,25147,23248,P4490,Electronics,20,75.93350626,107.8987085,98,1,15.04052808,Kolkata
C4491,Male,22,22218,Technician,Married,2,Own,149287,18,757,1,29335,16905,P4491,Books,2,22.06779186,63.05496909,163,3,5.023140367,Vadodara
C4492,Male,22,26696,Homemaker,Single,4,Own,917007,12,548,1,12529,4565,P4492,Outdoor Gear,2,111.6768676,120.4405773,101,3,-7.988186224,Vadodara
C4493,Female,58,41959,Professional,Married,3,Own,959544,19,674,2,20352,2410,P4493,Jewelry,2,85.8872228,152.6277123,124,1,21.37267292,Pune
C4494,Female,63,31879,Student,Widowed,3,Own,719834,3,702,1,8189,14988,P4494,Clothing,11,120.4712689,141.0887059,68,1,96.14170974,Bangalore
C4495,Male,54,20333,Professional,Married,2,Own,535530,14,501,1,5024,8773,P4495,Books,9,22.04134779,95.13450297,110,4,-3.040165076,Patna
C4496,Female,35,46378,Manager,Single,2,Own,215361,13,531,4,14303,19148,P4496,Jewelry,3,91.100346,128.6874999,146,3,37.34858757,Kanpur
C4497,Male,37,47639,Self-employed,Married,4,Own,684526,16,703,4,27537,4869,P4497,Beauty Products,17,72.73478095,115.4072403,86,4,16.74405679,Pune
C4498,Male,58,53442,Professional,Divorced,4,Rent,617640,7,570,1,29142,5733,P4498,Home Appliances,18,116.8291696,152.7091045,40,4,-11.66521186,Surat
C4499,Male,58,43030,Student,Divorced,3,Rent,799982,19,653,4,19691,23488,P4499,Clothing,9,182.1054462,73.16514454,154,4,78.0428957,Jaipur
C4500,Male,31,51378,Manager,Divorced,3,Rent,363327,10,983,1,12092,8825,P4500,Outdoor Gear,20,40.81625101,103.1806425,119,4,51.78949776,Lucknow
C4501,Female,39,21768,Self-employed,Widowed,4,Own,345908,2,872,2,25262,1605,P4501,Home Appliances,11,58.20476053,8.826991036,73,0,33.9226705,Surat
C4502,Male,41,20884,Professional,Single,3,Rent,905490,18,569,5,14740,8216,P4502,Clothing,18,54.73015792,149.1321529,84,0,27.55253796,Bhopal
C4503,Male,53,43569,Professional,Married,5,Rent,430137,15,929,2,9258,23983,P4503,Outdoor Gear,15,92.05334336,52.11965412,44,2,33.44341506,Bhopal
C4504,Female,23,51600,Manager,Single,2,Own,682818,5,504,4,14705,1399,P4504,Beauty Products,15,49.71747588,140.0246838,103,2,60.06978235,Visakhapatnam
C4505,Female,33,26512,Technician,Married,3,Own,411423,11,520,3,17900,10894,P4505,Electronics,1,195.1949978,84.79125892,37,4,2.765656669,Mumbai
C4506,Male,63,39171,Self-employed,Divorced,2,Own,114614,18,975,4,23943,5098,P4506,Outdoor Gear,16,116.9813972,144.3214203,56,3,104.9759911,Mumbai
C4507,Female,40,57441,Technician,Married,4,Own,163931,12,990,1,29893,4026,P4507,Outdoor Gear,7,89.30275757,48.99813808,55,4,-5.30253231,Kanpur
C4508,Female,22,47738,Executive,Divorced,5,Own,262725,8,548,3,22919,18005,P4508,Jewelry,7,153.9648434,130.414345,34,2,64.63892709,Bhopal
C4509,Male,19,57477,Technician,Single,2,Rent,627165,9,706,1,9165,22047,P4509,Outdoor Gear,12,192.0842433,173.2021717,27,2,111.0981835,Ahmedabad
C4510,Female,60,48155,Executive,Divorced,4,Rent,222537,20,729,2,14596,12558,P4510,Books,11,61.87411536,115.012902,55,2,56.88994504,Pune
C4511,Male,25,53913,Homemaker,Married,4,Rent,128777,9,903,1,14029,24644,P4511,Books,3,118.3024425,96.18525728,38,4,17.15500624,Bhopal
C4512,Male,29,24851,Technician,Divorced,2,Own,478287,6,895,1,27603,3398,P4512,Outdoor Gear,4,129.7208964,121.9445002,89,5,-9.887819487,Bangalore
C4513,Female,18,40925,Student,Married,4,Rent,199776,17,966,4,22685,7863,P4513,Home Appliances,12,75.19610261,57.66527901,118,3,40.83608026,Agra
C4514,Male,61,36941,Homemaker,Divorced,5,Own,302515,7,968,4,8361,15400,P4514,Books,7,129.9923325,93.68837816,103,2,90.48537734,Chennai
C4515,Male,30,20873,Homemaker,Divorced,4,Own,602431,16,580,3,6828,14950,P4515,Electronics,1,81.50837381,129.6764704,35,0,78.98935376,Vadodara
C4516,Female,39,47206,Manager,Widowed,3,Own,170663,16,678,3,17614,3642,P4516,Jewelry,7,131.7293706,6.01974059,130,4,72.24941416,Nagpur
C4517,Male,40,54674,Self-employed,Widowed,4,Rent,127920,5,740,4,12953,23445,P4517,Home Appliances,9,151.2870206,127.1841826,60,5,81.87681862,Kolkata
C4518,Female,22,20742,Executive,Divorced,3,Rent,299208,7,759,4,8435,13694,P4518,Home Appliances,16,158.1592976,138.4453299,118,5,82.79328648,Ludhiana
C4519,Male,44,33581,Technician,Widowed,5,Own,457298,15,903,4,28060,21214,P4519,Books,20,56.91174021,111.83202,42,2,55.72837489,Delhi
C4520,Female,32,21424,Student,Divorced,5,Rent,766664,19,821,3,16894,1769,P4520,Clothing,15,54.10928838,14.51713938,89,0,109.9470942,Hyderabad
C4521,Male,53,47410,Homemaker,Married,5,Rent,382518,11,634,4,27736,11492,P4521,Beauty Products,15,133.895145,87.5679537,113,4,16.09187933,Jaipur
C4522,Female,61,51112,Self-employed,Divorced,2,Own,260117,16,652,1,10209,4550,P4522,Home Appliances,9,189.9910241,131.5297083,19,2,39.6590495,Kolkata
C4523,Female,27,50702,Professional,Single,2,Own,520797,2,628,3,28039,21667,P4523,Books,10,26.04103884,133.5493707,24,1,38.15456771,Ludhiana
C4524,Female,54,25099,Student,Widowed,2,Own,663429,8,638,5,5340,19120,P4524,Jewelry,15,49.97766847,115.2103806,46,3,50.70599304,Agra
C4525,Female,61,29210,Executive,Married,4,Rent,783615,16,957,5,7417,11977,P4525,Electronics,14,107.4554303,145.3838915,105,0,32.6739369,Nashik
C4526,Male,24,58631,Technician,Married,3,Own,319648,6,760,2,5503,19326,P4526,Electronics,19,40.69431307,145.4318757,152,1,56.77158366,Patna
C4527,Female,33,57649,Manager,Divorced,3,Rent,112767,17,759,5,8992,10584,P4527,Electronics,3,124.3314277,119.731657,102,2,50.96761118,Nashik
C4528,Male,23,48469,Technician,Divorced,3,Rent,827508,12,997,1,17936,1831,P4528,Home Appliances,10,114.8248366,65.98656939,120,5,5.073590256,Agra
C4529,Male,57,51011,Manager,Single,5,Rent,646257,16,874,1,20060,23824,P4529,Outdoor Gear,17,168.2054358,152.3533556,10,4,78.98987614,Agra
C4530,Male,34,44428,Self-employed,Divorced,5,Own,800039,14,781,3,24446,8556,P4530,Outdoor Gear,20,59.61185637,146.8832431,97,3,31.99033193,Kanpur
C4531,Male,59,53030,Self-employed,Single,3,Rent,828628,20,609,1,26097,11254,P4531,Clothing,0,168.5604934,31.4584214,29,0,61.49952871,Patna
C4532,Male,54,27876,Self-employed,Divorced,3,Own,798840,16,523,1,27017,8883,P4532,Beauty Products,12,137.7303138,21.79568615,81,3,-7.684979567,Pune
C4533,Male,45,25218,Self-employed,Single,2,Own,805619,9,877,1,18456,22162,P4533,Beauty Products,8,87.47870317,61.54149316,150,4,16.70511517,Visakhapatnam
C4534,Male,19,57771,Student,Widowed,2,Own,185782,4,767,1,15639,3232,P4534,Books,0,134.3286585,165.5109377,66,4,-19.90955183,Lucknow
C4535,Male,59,28261,Executive,Single,2,Own,770114,8,504,4,10312,16981,P4535,Jewelry,12,168.1919404,113.0672181,38,2,51.83450038,Visakhapatnam
C4536,Male,54,23221,Professional,Divorced,4,Own,152212,14,588,3,26057,15996,P4536,Clothing,6,45.13744797,97.8228257,154,2,51.94530097,Jaipur
C4537,Male,42,55171,Technician,Widowed,3,Rent,94715,9,707,3,7904,17371,P4537,Jewelry,13,144.6878925,61.72243362,33,0,45.77648048,Bhopal
C4538,Male,64,54622,Self-employed,Single,3,Own,442126,14,680,3,7180,19583,P4538,Outdoor Gear,14,36.87212072,94.32723532,69,5,1.238078673,Patna
C4539,Female,39,43746,Manager,Married,5,Rent,307139,10,599,4,11142,3412,P4539,Books,7,150.350304,53.09763729,169,1,33.70235433,Surat
C4540,Female,21,42089,Executive,Single,3,Own,248814,1,630,2,24826,18046,P4540,Beauty Products,2,65.76228182,30.71108261,25,1,97.07384701,Jaipur
C4541,Male,29,59199,Technician,Single,3,Own,690484,12,908,2,17630,12204,P4541,Jewelry,17,89.95363102,38.26534156,94,5,7.556006631,Bhopal
C4542,Male,49,30613,Technician,Married,5,Rent,765237,19,862,1,19210,14386,P4542,Electronics,11,49.83217805,156.8512387,48,1,76.946553,Kolkata
C4543,Female,47,50648,Self-employed,Widowed,3,Rent,327029,13,864,1,5082,21227,P4543,Clothing,14,35.17195276,213.8117879,132,3,4.897241977,Kolkata
C4544,Male,36,40534,Homemaker,Divorced,2,Own,840719,1,745,3,5165,5161,P4544,Jewelry,14,34.45621533,134.050565,132,1,56.03604431,Surat
C4545,Male,30,54121,Student,Single,2,Rent,893598,19,998,3,9990,18045,P4545,Outdoor Gear,11,50.68204219,134.5781002,71,3,95.43344564,Mumbai
C4546,Male,61,52794,Executive,Divorced,2,Rent,164005,18,592,1,9507,17332,P4546,Jewelry,16,93.80490218,120.6371076,83,0,32.21241272,Lucknow
C4547,Male,41,53027,Executive,Widowed,3,Own,745121,4,557,4,12378,10830,P4547,Clothing,18,279.2748172,141.7171491,31,2,45.07922358,Kolkata
C4548,Female,20,30699,Technician,Married,4,Rent,92744,8,706,3,11564,17507,P4548,Books,20,185.3345084,123.4802626,87,2,110.3999208,Surat
C4549,Male,60,29393,Student,Single,5,Own,496407,4,915,1,19459,14900,P4549,Electronics,9,187.9625438,120.6863905,53,4,93.07155788,Pune
C4550,Male,40,24362,Executive,Married,4,Rent,962547,19,559,4,20059,24421,P4550,Electronics,10,-0.584949082,102.9634965,38,1,51.40643536,Agra
C4551,Female,62,37691,Manager,Single,3,Rent,930312,13,748,3,13150,6981,P4551,Beauty Products,18,54.37613651,200.3992216,163,0,39.56016816,Bhopal
C4552,Male,48,47486,Student,Single,4,Rent,598232,3,796,1,14812,10006,P4552,Outdoor Gear,16,121.1339787,129.7945058,17,5,24.28541387,Patna
C4553,Female,20,26645,Student,Single,4,Rent,456113,16,742,1,26339,6440,P4553,Outdoor Gear,7,128.4698339,171.3335542,18,3,68.53263552,Agra
C4554,Female,39,23471,Student,Widowed,5,Rent,488579,17,575,2,15283,10077,P4554,Electronics,0,135.8145101,115.0042084,104,0,16.26651098,Kolkata
C4555,Female,26,28505,Professional,Divorced,5,Own,694799,12,748,3,10506,2831,P4555,Outdoor Gear,19,150.4948166,182.0843531,131,5,32.68262377,Kolkata
C4556,Male,19,56574,Technician,Married,5,Own,373652,7,895,4,26830,10446,P4556,Jewelry,11,155.5175034,-8.379646175,16,0,29.91853381,Pune
C4557,Male,49,23830,Student,Single,5,Own,956474,8,587,1,8215,6970,P4557,Books,5,54.65748276,206.1023804,26,4,16.91183844,Nagpur
C4558,Male,21,37311,Manager,Widowed,5,Rent,711618,12,846,2,26552,4263,P4558,Home Appliances,19,142.924962,36.93488638,35,2,73.46215485,Nagpur
C4559,Male,27,23380,Student,Divorced,2,Rent,851794,9,525,5,6968,6582,P4559,Clothing,10,108.4514794,96.60816176,108,1,11.91761688,Hyderabad
C4560,Male,61,25842,Student,Single,2,Own,156804,5,657,1,26795,17537,P4560,Home Appliances,15,92.4282045,105.7762708,63,5,15.7048489,Delhi
C4561,Female,23,53170,Homemaker,Married,2,Own,821251,8,622,4,25986,15982,P4561,Books,18,38.20723542,67.71103768,120,5,34.60974955,Vadodara
C4562,Female,47,58971,Manager,Married,2,Rent,285902,9,631,2,25838,13368,P4562,Home Appliances,20,76.03154758,139.2124605,12,0,25.79691119,Vadodara
C4563,Female,19,28834,Professional,Single,2,Rent,249239,20,629,4,24411,18919,P4563,Jewelry,19,16.65211907,85.65190719,41,1,38.2208639,Kanpur
C4564,Female,25,43261,Executive,Single,3,Rent,801311,4,755,2,17970,12752,P4564,Home Appliances,8,116.3128339,109.4592997,72,3,32.57363386,Ahmedabad
C4565,Male,21,20495,Executive,Married,5,Own,972594,1,885,3,21080,20711,P4565,Jewelry,18,133.8397347,150.6509497,169,1,30.92826035,Ahmedabad
C4566,Male,24,55186,Executive,Single,5,Rent,967518,9,796,5,27233,18777,P4566,Beauty Products,11,39.82425422,16.62014261,63,5,41.9775014,Bangalore
C4567,Male,54,40316,Manager,Married,4,Rent,439890,17,655,4,14584,21933,P4567,Electronics,20,63.81084224,11.26498176,4,3,21.62177988,Chennai
C4568,Female,63,23926,Executive,Widowed,5,Own,614396,18,890,2,27786,11334,P4568,Outdoor Gear,18,93.38704578,121.6590793,16,3,90.15333005,Lucknow
C4569,Female,35,31125,Professional,Single,4,Own,548562,14,644,2,10313,19092,P4569,Home Appliances,20,113.2040631,140.8787923,159,5,25.4433165,Mumbai
C4570,Female,37,32326,Manager,Divorced,5,Rent,148725,15,581,4,26614,10568,P4570,Jewelry,7,22.25894034,188.5112618,72,1,42.41413949,Pune
C4571,Female,60,40882,Student,Divorced,2,Rent,362093,19,916,5,9676,14299,P4571,Electronics,19,119.4738016,89.4997007,82,0,55.49109932,Visakhapatnam
C4572,Male,26,55822,Homemaker,Single,5,Own,629569,14,996,5,28589,3983,P4572,Jewelry,15,124.3790932,84.17190339,52,3,47.73944524,Agra
C4573,Male,36,48227,Professional,Widowed,3,Own,467062,11,872,5,26486,12396,P4573,Home Appliances,12,110.8942703,128.6082949,2,5,96.83039073,Kolkata
C4574,Female,53,42916,Homemaker,Widowed,4,Rent,172078,18,707,5,18041,7508,P4574,Outdoor Gear,8,122.7675602,169.051832,149,0,113.9981992,Surat
C4575,Female,29,30274,Professional,Married,2,Rent,578541,20,659,4,21247,1468,P4575,Clothing,16,77.60518963,53.04710031,97,2,79.7444397,Bhopal
C4576,Male,64,46399,Executive,Widowed,4,Own,97562,18,887,1,11140,13523,P4576,Clothing,1,35.02609273,136.8220168,118,3,43.67401061,Bhopal
C4577,Male,20,31968,Student,Divorced,5,Own,379158,1,611,5,20887,5360,P4577,Jewelry,19,178.0107127,29.70199523,23,2,37.07056952,Surat
C4578,Female,58,26277,Student,Widowed,5,Own,843204,10,694,3,23478,6302,P4578,Books,18,64.48883644,105.8028077,122,0,37.23476851,Kanpur
C4579,Female,32,23833,Homemaker,Single,2,Rent,639686,14,947,2,13846,2135,P4579,Home Appliances,20,39.27852858,98.55141827,24,1,33.27045362,Ludhiana
C4580,Female,27,36290,Self-employed,Married,5,Own,439285,13,809,1,29645,23116,P4580,Electronics,20,28.5223049,116.9594686,122,4,72.7083908,Kanpur
C4581,Male,33,36803,Manager,Married,3,Rent,350155,14,890,1,10447,8299,P4581,Outdoor Gear,8,174.6588441,77.33455404,5,1,75.31980921,Nashik
C4582,Female,64,29406,Self-employed,Divorced,5,Rent,746441,20,921,3,15703,7166,P4582,Jewelry,8,47.42946122,36.4362934,8,5,29.64369381,Patna
C4583,Male,50,21965,Manager,Widowed,2,Own,720620,1,563,4,19884,18225,P4583,Clothing,8,2.702394281,-10.42351029,61,1,-17.74536823,Ludhiana
C4584,Female,21,28944,Technician,Married,2,Rent,83640,1,560,5,6825,14485,P4584,Books,7,87.21713521,98.94598229,8,3,51.24635326,Ahmedabad
C4585,Male,38,33042,Manager,Married,2,Own,253853,15,692,5,16728,12551,P4585,Jewelry,11,145.2921247,63.20861437,28,5,52.2153453,Bhopal
C4586,Male,56,52660,Executive,Married,2,Rent,947865,6,580,5,25683,12595,P4586,Beauty Products,11,134.0949984,178.8514404,69,0,54.34694206,Agra
C4587,Male,19,46257,Manager,Widowed,2,Own,319535,13,857,4,9818,23440,P4587,Outdoor Gear,2,88.59951113,113.6992296,76,3,92.04586413,Lucknow
